"Country_Year","Year","BronzeCount","SilverCount","GoldCount","TotalMedalCount","Density Value","GDP Value","Pop Value","DensityPerBronze","DensityPerSilver","DensityPerGold","DensityPerTotal","GDPPerBronze","GDPPerSilver","GDPPerGold","GDPPerTotal","PopulationPerBronze","PopulationPerSilver","PopulationPerGold","PopulationPerTotal"
"Kazakhstan 2016","2016","10","5","3","18","6.591123088","137000000000","17794055","0.65911230880000000000","1.3182246176000000","2.1970410293333333","0.36617350488888888889","13700000000.00000000","27400000000.00000000","45666666666.66666667","7611111111.11111111","1779405.500000000000","3558811.000000000000","5931351.666666666667","988558.611111111111"
"Kenya 1964","1964","1","0","0","1","15.89659311","998759334.5","9047387","15.8965931100000000",NULL,NULL,"15.8965931100000000","998759334.50000000",NULL,NULL,"998759334.50000000","9047387.000000000000",NULL,NULL,"9047387.000000000000"
"Kenya 1968","1968","2","7","3","12","18.64897389","1353295459","10613877","9.3244869450000000","2.6641391271428571","6.2163246300000000","1.5540811575000000","676647729.50000000","193327922.71428571","451098486.33333333","112774621.58333333","5306938.500000000000","1516268.142857142857","3537959.000000000000","884489.750000000000"
"Kenya 1972","1972","4","3","5","12","21.65179569","2107279157","12322903","5.4129489225000000","7.2172652300000000","4.3303591380000000","1.8043163075000000","526819789.25000000","702426385.66666667","421455831.40000000","175606596.41666667","3080725.750000000000","4107634.333333333333","2464580.600000000000","1026908.583333333333"
"Kenya 1984","1984","2","0","1","3","32.95002284","6191437070","18753176","16.4750114200000000",NULL,"32.9500228400000000","10.9833409466666667","3095718535.00000000",NULL,"6191437070.00000000","2063812356.66666667","9376588.000000000000",NULL,"18753176.000000000000","6251058.666666666667"
"Kenya 1988","1988","2","2","5","9","37.99789507","8355380879","21626122","18.9989475350000000","18.9989475350000000","7.5995790140000000","4.2219883411111111","4177690439.50000000","4177690439.50000000","1671076175.80000000","928375653.22222222","10813061.000000000000","10813061.000000000000","4325224.400000000000","2402902.444444444444"
"Kenya 1992","1992","2","4","2","8","43.32101592","8209120763","24655723","21.6605079600000000","10.8302539800000000","21.6605079600000000","5.4151269900000000","4104560381.50000000","2052280190.75000000","4104560381.50000000","1026140095.37500000","12327861.500000000000","6163930.750000000000","12327861.500000000000","3081965.375000000000"
"Kenya 1996","1996","3","4","1","8","48.52186808","12045865396","27615736","16.1739560266666667","12.1304670200000000","48.5218680800000000","6.0652335100000000","4015288465.33333333","3011466349.00000000","12045865396.00000000","1505733174.50000000","9205245.333333333333","6903934.000000000000","27615736.000000000000","3451967.000000000000"
"Kenya 2000","2000","2","3","2","7","54.20741118","12705350098","30851606","27.1037055900000000","18.0691370600000000","27.1037055900000000","7.7439158828571429","6352675049.00000000","4235116699.33333333","6352675049.00000000","1815050014.00000000","15425803.000000000000","10283868.666666666667","15425803.000000000000","4407372.285714285714"
"Kenya 2004","2004","2","4","1","7","61.13054082","16095337094","34791836","30.5652704100000000","15.2826352050000000","61.1305408200000000","8.7329344028571429","8047668547.00000000","4023834273.50000000","16095337094.00000000","2299333870.57142857","17395918.000000000000","8697959.000000000000","34791836.000000000000","4970262.285714285714"
"Kenya 2008","2008","5","4","6","15","68.8528218","35895153328","39186895","13.7705643600000000","17.2132054500000000","11.4754703000000000","4.5901881200000000","7179030665.60000000","8973788332.00000000","5982525554.66666667","2393010221.86666667","7837379.000000000000","9796723.750000000000","6531149.166666666667","2612459.666666666667"
"Kenya 2012","2012","5","4","2","11","76.82785606","56396704672","43725806","15.3655712120000000","19.2069640150000000","38.4139280300000000","6.9843505509090909","11279340934.40000000","14099176168.00000000","28198352336.00000000","5126973152.00000000","8745161.200000000000","10931451.500000000000","21862903.000000000000","3975073.272727272727"
"Kenya 2016","2016","1","6","6","13","84.15270408","74815144164","47894670","84.1527040800000000","14.0254506800000000","14.0254506800000000","6.4732849292307692","74815144164.00000000","12469190694.00000000","12469190694.00000000","5755011089.53846154","47894670.000000000000","7982445.000000000000","7982445.000000000000","3684205.384615384615"
"Korea, Rep. 1964","1964","1","2","0","3","290.111497","3459019943","27984155","290.1114970000000000","145.0557485000000000",NULL,"96.7038323333333333","3459019943.00000000","1729509971.50000000",NULL,"1153006647.66666667","27984155.000000000000","13992077.500000000000",NULL,"9328051.666666666667"
"Korea, Rep. 1968","1968","1","1","0","2","319.7004147","6119394892","30838302","319.7004147000000000","319.7004147000000000",NULL,"159.8502073500000000","6119394892.00000000","6119394892.00000000",NULL,"3059697446.00000000","30838302.000000000000","30838302.000000000000",NULL,"15419151.000000000000"
"Korea, Rep. 1972","1972","0","1","0","1","347.3502592","10862211761","33505406",NULL,"347.3502592000000000",NULL,"347.3502592000000000",NULL,"10862211761.00000000",NULL,"10862211761.00000000",NULL,"33505406.000000000000",NULL,"33505406.000000000000"
"Korea, Rep. 1976","1976","15","1","1","17","371.6413332","29902479339","35848523","24.7760888800000000","371.6413332000000000","371.6413332000000000","21.8612548941176471","1993498622.60000000","29902479339.00000000","29902479339.00000000","1758969372.88235294","2389901.533333333333","35848523.000000000000","35848523.000000000000","2108736.647058823529"
"Korea, Rep. 1984","1984","7","28","6","41","418.8882024","97510744119","40405956","59.8411717714285714","14.9602929428571429","69.8147004000000000","10.2167854243902439","13930106302.71428571","3482526575.67857143","16251790686.50000000","2378310832.17073171","5772279.428571428571","1443069.857142857143","6734326.000000000000","985511.121951219512"
"Korea, Rep. 1988","1988","12","37","28","77","435.7375803","200000000000","42031247","36.3114650250000000","11.7766913594594595","15.5620564392857143","5.6589296142857143","16666666666.66666667","5405405405.40540541","7142857142.85714286","2597402597.40259740","3502603.916666666667","1135979.648648648649","1501115.964285714286","545860.350649350649"
"Korea, Rep. 1992","1992","17","6","33","56","453.5347502","356000000000","43747962","26.6785147176470588","75.5891250333333333","13.7434772787878788","8.0988348250000000","20941176470.58823529","59333333333.33333333","10787878787.87878788","6357142857.14285714","2573409.529411764706","7291327.000000000000","1325695.818181818182","781213.607142857143"
"Korea, Rep. 1994","1994","1","1","7","9","462.7984657","464000000000","44641540","462.7984657000000000","462.7984657000000000","66.1140665285714286","51.4220517444444444","464000000000.00000000","464000000000.00000000","66285714285.71428571","51555555555.55555556","44641540.000000000000","44641540.000000000000","6377362.857142857143","4960171.111111111111"
"Korea, Rep. 1996","1996","7","49","10","66","471.9539809","610000000000","45524681","67.4219972714285714","9.6317138959183673","47.1953980900000000","7.1508178924242424","87142857142.85714286","12448979591.83673469","61000000000.00000000","9242424242.42424242","6503525.857142857143","929075.122448979592","4552468.100000000000","689767.893939393939"
"Korea, Rep. 1998","1998","2","4","6","12","479.8517831","383000000000","46286503","239.9258915500000000","119.9629457750000000","79.9752971833333333","39.9876485916666667","191500000000.00000000","95750000000.00000000","63833333333.33333333","31916666666.66666667","23143251.500000000000","11571625.750000000000","7714417.166666666667","3857208.583333333333"
"Korea, Rep. 2000","2000","35","26","12","73","487.3326871","576000000000","47008111","13.9237910600000000","18.7435648884615385","40.6110572583333333","6.6757902342465753","16457142857.14285714","22153846153.84615385","48000000000.00000000","7890410958.90410959","1343088.885714285714","1808004.269230769231","3917342.583333333333","643946.726027397260"
"Korea, Rep. 2002","2002","0","2","5","7","492.2485381","627000000000","47644736",NULL,"246.1242690500000000","98.4497076200000000","70.3212197285714286",NULL,"313500000000.00000000","125400000000.00000000","89571428571.42857143",NULL,"23822368.000000000000","9528947.200000000000","6806390.857142857143"
"Korea, Rep. 2004","2004","10","28","14","52","496.6176307","793000000000","48082519","49.6617630700000000","17.7363439535714286","35.4726879071428571","9.5503390519230769","79300000000.00000000","28321428571.42857143","56642857142.85714286","15250000000.00000000","4808251.900000000000","1717232.821428571429","3434465.642857142857","924663.826923076923"
"Korea, Rep. 2006","2006","2","3","14","19","499.9823699","1050000000000","48438292","249.9911849500000000","166.6607899666666667","35.7130264214285714","26.3148615736842105","525000000000.00000000","350000000000.00000000","75000000000.00000000","55263157894.73684211","24219146.000000000000","16146097.333333333333","3459878.000000000000","2549383.789473684211"
"Korea, Rep. 2008","2008","26","11","41","78","505.7707805","1050000000000","49054708","19.4527223269230769","45.9791618636363636","12.3358726951219512","6.4842407756410256","40384615384.61538462","95454545454.54545455","25609756097.56097561","13461538461.53846154","1886719.538461538462","4459518.909090909091","1196456.292682926829","628906.512820512821"
"Korea, Rep. 2010","2010","2","10","6","18","509.8159671","1140000000000","49554112","254.9079835500000000","50.9815967100000000","84.9693278500000000","28.3231092833333333","570000000000.00000000","114000000000.00000000","190000000000.00000000","63333333333.33333333","24777056.000000000000","4955411.200000000000","8259018.666666666667","2753006.222222222222"
"Korea, Rep. 2012","2012","30","13","18","61","515.8755832","1280000000000","50199853","17.1958527733333333","39.6827371692307692","28.6597546222222222","8.4569767737704918","42666666666.66666667","98461538461.53846154","71111111111.11111111","20983606557.37704918","1673328.433333333333","3861527.153846153846","2788880.722222222222","822948.409836065574"
"Korea, Rep. 2014","2014","2","5","7","14","520.8524992","1480000000000","50746659","260.4262496000000000","104.1704998400000000","74.4074998857142857","37.2037499428571429","740000000000.00000000","296000000000.00000000","211428571428.57142857","105714285714.28571429","25373329.500000000000","10149331.800000000000","7249522.714285714286","3624761.357142857143"
"Korea, Rep. 2016","2016","10","3","13","26","525.3700725","1500000000000","51217803","52.5370072500000000","175.1233575000000000","40.4130825000000000","20.2065412500000000","150000000000.00000000","500000000000.00000000","115384615384.61538462","57692307692.30769231","5121780.300000000000","17072601.000000000000","3939831.000000000000","1969915.500000000000"
"Kuwait 2000","2000","1","0","0","1","108.580303","37718743480","1934901","108.5803030000000000",NULL,NULL,"108.5803030000000000","37718743480.00000000",NULL,NULL,"37718743480.00000000","1934901.000000000000",NULL,NULL,"1934901.000000000000"
"Kuwait 2012","2012","1","0","0","1","190.4973625","174000000000","3394663","190.4973625000000000",NULL,NULL,"190.4973625000000000","174000000000.00000000",NULL,NULL,"174000000000.00000000","3394663.000000000000",NULL,NULL,"3394663.000000000000"
"Kyrgyz Republic 2000","2000","1","0","0","1","25.53910323","1369688498","4898400","25.5391032300000000",NULL,NULL,"25.5391032300000000","1369688498.00000000",NULL,NULL,"1369688498.00000000","4898400.000000000000",NULL,NULL,"4898400.000000000000"
"Kyrgyz Republic 2008","2008","1","1","0","2","27.73044838","5139958909","5318700","27.7304483800000000","27.7304483800000000",NULL,"13.8652241900000000","5139958909.00000000","5139958909.00000000",NULL,"2569979454.50000000","5318700.000000000000","5318700.000000000000",NULL,"2659350.000000000000"
"Latvia 1996","1996","0","1","0","1","39.48803574","5975248851","2457222",NULL,"39.4880357400000000",NULL,"39.4880357400000000",NULL,"5975248851.00000000",NULL,"5975248851.00000000",NULL,"2457222.000000000000",NULL,"2457222.000000000000"
"Latvia 2000","2000","1","1","1","3","38.04698925","7958852839","2367550","38.0469892500000000","38.0469892500000000","38.0469892500000000","12.6823297500000000","7958852839.00000000","7958852839.00000000","7958852839.00000000","2652950946.33333333","2367550.000000000000","2367550.000000000000","2367550.000000000000","789183.333333333333"
"Latvia 2004","2004","0","4","0","4","36.36881097","14435700533","2263122",NULL,"9.0922027425000000",NULL,"9.0922027425000000",NULL,"3608925133.25000000",NULL,"3608925133.25000000",NULL,"565780.500000000000",NULL,"565780.500000000000"
"Latvia 2006","2006","1","0","0","1","35.6494287","21570076499","2218357","35.6494287000000000",NULL,NULL,"35.6494287000000000","21570076499.00000000",NULL,NULL,"21570076499.00000000","2218357.000000000000",NULL,NULL,"2218357.000000000000"
"Latvia 2008","2008","1","1","1","3","34.98998827","35854274229","2177322","34.9899882700000000","34.9899882700000000","34.9899882700000000","11.6633294233333333","35854274229.00000000","35854274229.00000000","35854274229.00000000","11951424743.00000000","2177322.000000000000","2177322.000000000000","2177322.000000000000","725774.000000000000"
"Latvia 2010","2010","0","3","0","3","33.70811706","23956163077","2097555",NULL,"11.2360390200000000",NULL,"11.2360390200000000",NULL,"7985387692.33333333",NULL,"7985387692.33333333",NULL,"699185.000000000000",NULL,"699185.000000000000"
"Latvia 2012","2012","2","0","1","3","32.69190223","28169902669","2034319","16.3459511150000000",NULL,"32.6919022300000000","10.8973007433333333","14084951334.50000000",NULL,"28169902669.00000000","9389967556.33333333","1017159.500000000000",NULL,"2034319.000000000000","678106.333333333333"
"Latvia 2014","2014","6","5","0","11","32.04046475","31386896487","1993782","5.3400774583333333","6.4080929500000000",NULL,"2.9127695227272727","5231149414.50000000","6277379297.40000000",NULL,"2853354226.09090909","332297.000000000000","398756.400000000000",NULL,"181252.909090909091"
"Liechtenstein 1976","1976","2","0","0","2","146.35","272489300.5","23416","73.1750000000000000",NULL,NULL,"73.1750000000000000","136244650.250000000000",NULL,NULL,"136244650.250000000000","11708.0000000000000000",NULL,NULL,"11708.0000000000000000"
"Liechtenstein 1980","1980","0","2","2","4","156.26875","534699362.9","25003",NULL,"78.1343750000000000","78.1343750000000000","39.0671875000000000",NULL,"267349681.45000000","267349681.45000000","133674840.72500000",NULL,"12501.5000000000000000","12501.5000000000000000","6250.7500000000000000"
"Liechtenstein 1984","1984","2","0","0","2","165.125","502620991.9","26420","82.5625000000000000",NULL,NULL,"82.5625000000000000","251310495.95000000",NULL,NULL,"251310495.95000000","13210.0000000000000000",NULL,NULL,"13210.0000000000000000"
"Liechtenstein 1988","1988","1","0","0","1","174.65","1161757671","27944","174.6500000000000000",NULL,NULL,"174.6500000000000000","1161757671.00000000",NULL,NULL,"1161757671.00000000","27944.000000000000",NULL,NULL,"27944.000000000000"
"Lithuania 1996","1996","11","0","0","11","57.46032227","8382519637","3601613","5.2236656609090909",NULL,NULL,"5.2236656609090909","762047239.72727273",NULL,NULL,"762047239.72727273","327419.363636363636",NULL,NULL,"327419.363636363636"
"Lithuania 2000","2000","15","0","2","17","55.83178047","11524776867","3499536","3.7221186980000000",NULL,"27.9158902350000000","3.2842223805882353","768318457.80000000",NULL,"5762388433.50000000","677928051.00000000","233302.400000000000",NULL,"1749768.000000000000","205855.058823529412"
"Lithuania 2004","2004","0","2","1","3","53.87803127","22627507452","3377075",NULL,"26.9390156350000000","53.8780312700000000","17.9593437566666667",NULL,"11313753726.00000000","22627507452.00000000","7542502484.00000000",NULL,"1688537.500000000000","3377075.000000000000","1125691.666666666667"
"Lithuania 2008","2008","3","2","0","5","51.02881532","47797551588","3198231","17.0096051066666667","25.5144076600000000",NULL,"10.2057630640000000","15932517196.00000000","23898775794.00000000",NULL,"9559510317.60000000","1066077.000000000000","1599115.500000000000",NULL,"639646.200000000000"
"Lithuania 2012","2012","2","1","2","5","47.67165013","42927454291","2987773","23.8358250650000000","47.6716501300000000","23.8358250650000000","9.5343300260000000","21463727145.50000000","42927454291.00000000","21463727145.50000000","8585490858.20000000","1493886.500000000000","2987773.000000000000","1493886.500000000000","597554.600000000000"
"Lithuania 2016","2016","5","2","0","7","45.78766642","43047309306","2868231","9.1575332840000000","22.8938332100000000",NULL,"6.5410952028571429","8609461861.20000000","21523654653.00000000",NULL,"6149615615.14285714","573646.200000000000","1434115.500000000000",NULL,"409747.285714285714"
"Malaysia 1992","1992","2","0","0","2","56.38931061","59167550163","18526708","28.1946553050000000",NULL,NULL,"28.1946553050000000","29583775081.50000000",NULL,NULL,"29583775081.50000000","9263354.000000000000",NULL,NULL,"9263354.000000000000"
"Malaysia 1996","1996","1","2","0","3","62.97078375","101000000000","20689051","62.9707837500000000","31.4853918750000000",NULL,"20.9902612500000000","101000000000.00000000","50500000000.00000000",NULL,"33666666666.66666667","20689051.000000000000","10344525.500000000000",NULL,"6896350.333333333333"
"Malaysia 2008","2008","0","1","0","1","84.20117486","231000000000","27664296",NULL,"84.2011748600000000",NULL,"84.2011748600000000",NULL,"231000000000.00000000",NULL,"231000000000.00000000",NULL,"27664296.000000000000",NULL,"27664296.000000000000"
"Malaysia 2012","2012","1","1","0","2","90.27609801","314000000000","29660212","90.2760980100000000","90.2760980100000000",NULL,"45.1380490050000000","314000000000.00000000","314000000000.00000000",NULL,"157000000000.00000000","29660212.000000000000","29660212.000000000000",NULL,"14830106.000000000000"
"Malaysia 2016","2016","1","7","0","8","95.95622584","301000000000","31526418","95.9562258400000000","13.7080322628571429",NULL,"11.9945282300000000","301000000000.00000000","43000000000.00000000",NULL,"37625000000.00000000","31526418.000000000000","4503774.000000000000",NULL,"3940802.250000000000"
"Mauritius 2008","2008","1","0","0","1","612.8674877","9990356674","1244121","612.8674877000000000",NULL,NULL,"612.8674877000000000","9990356674.00000000",NULL,NULL,"9990356674.00000000","1244121.000000000000",NULL,NULL,"1244121.000000000000"
"Mexico 1964","1964","1","0","0","1","21.26282981","20080000000","41333878","21.2628298100000000",NULL,NULL,"21.2628298100000000","20080000000.00000000",NULL,NULL,"20080000000.00000000","41333878.000000000000",NULL,NULL,"41333878.000000000000"
"Mexico 1968","1968","3","3","3","9","24.26520075","29360000000","47170337","8.0884002500000000","8.0884002500000000","8.0884002500000000","2.6961334166666667","9786666666.66666667","9786666666.66666667","9786666666.66666667","3262222222.22222222","15723445.666666666667","15723445.666666666667","15723445.666666666667","5241148.555555555556"
"Mexico 1972","1972","0","1","0","1","27.54362818","45200000000","53543436",NULL,"27.5436281800000000",NULL,"27.5436281800000000",NULL,"45200000000.00000000",NULL,"45200000000.00000000",NULL,"53543436.000000000000",NULL,"53543436.000000000000"
"Mexico 1976","1976","1","0","1","2","31.09778698","88875923765","60452543","31.0977869800000000",NULL,"31.0977869800000000","15.5488934900000000","88875923765.00000000",NULL,"88875923765.00000000","44437961882.50000000","60452543.000000000000",NULL,"60452543.000000000000","30226271.500000000000"
"Mexico 1980","1980","9","1","0","10","34.82866638","206000000000","67705186","3.8698518200000000","34.8286663800000000",NULL,"3.4828666380000000","22888888888.88888889","206000000000.00000000",NULL,"20600000000.00000000","7522798.444444444444","67705186.000000000000",NULL,"6770518.600000000000"
"Mexico 1984","1984","1","3","2","6","37.80429229","184000000000","73489654","37.8042922900000000","12.6014307633333333","18.9021461450000000","6.3007153816666667","184000000000.00000000","61333333333.33333333","92000000000.00000000","30666666666.66666667","73489654.000000000000","24496551.333333333333","36744827.000000000000","12248275.666666666667"
"Mexico 1988","1988","2","0","0","2","40.58335605","182000000000","78892015","20.2916780250000000",NULL,NULL,"20.2916780250000000","91000000000.00000000",NULL,NULL,"91000000000.00000000","39446007.500000000000",NULL,NULL,"39446007.500000000000"
"Mexico 1992","1992","0","1","0","1","43.72188791","363000000000","84993164",NULL,"43.7218879100000000",NULL,"43.7218879100000000",NULL,"363000000000.00000000",NULL,"363000000000.00000000",NULL,"84993164.000000000000",NULL,"84993164.000000000000"
"Mexico 1996","1996","1","0","0","1","47.11363718","432000000000","91586555","47.1136371800000000",NULL,NULL,"47.1136371800000000","432000000000.00000000",NULL,NULL,"432000000000.00000000","91586555.000000000000",NULL,NULL,"91586555.000000000000"
"Mexico 2000","2000","3","2","1","6","50.34771573","742000000000","97873442","16.7825719100000000","25.1738578650000000","50.3477157300000000","8.3912859550000000","247333333333.33333333","371000000000.00000000","742000000000.00000000","123666666666.66666667","32624480.666666666667","48936721.000000000000","97873442.000000000000","16312240.333333333333"
"Mexico 2004","2004","1","3","0","4","53.47144371","819000000000","103945813","53.4714437100000000","17.8238145700000000",NULL,"13.3678609275000000","819000000000.00000000","273000000000.00000000",NULL,"204750000000.00000000","103945813.000000000000","34648604.333333333333",NULL,"25986453.250000000000"
"Mexico 2008","2008","2","0","2","4","56.42351346","1160000000000","109684489","28.2117567300000000",NULL,"28.2117567300000000","14.1058783650000000","580000000000.00000000",NULL,"580000000000.00000000","290000000000.00000000","54842244.500000000000",NULL,"54842244.500000000000","27421122.250000000000"
"Mexico 2012","2012","3","5","16","24","59.54675223","1260000000000","115755909","19.8489174100000000","11.9093504460000000","3.7216720143750000","2.4811146762500000","420000000000.00000000","252000000000.00000000","78750000000.00000000","52500000000.00000000","38585303.000000000000","23151181.800000000000","7234744.312500000000","4823162.875000000000"
"Mexico 2016","2016","2","3","0","5","62.51149515","1110000000000","121519221","31.2557475750000000","20.8371650500000000",NULL,"12.5022990300000000","555000000000.00000000","370000000000.00000000",NULL,"222000000000.00000000","60759610.500000000000","40506407.000000000000",NULL,"24303844.200000000000"
"Moldova 1996","1996","1","2","0","3","102.4539577","1695122174","2947293","102.4539577000000000","51.2269788500000000",NULL,"34.1513192333333333","1695122174.00000000","847561087.00000000",NULL,"565040724.66666667","2947293.000000000000","1473646.500000000000",NULL,"982431.000000000000"
"Moldova 2000","2000","1","1","0","2","101.8444824","1288429392","2924668","101.8444824000000000","101.8444824000000000",NULL,"50.9222412000000000","1288429392.00000000","1288429392.00000000",NULL,"644214696.00000000","2924668.000000000000","2924668.000000000000",NULL,"1462334.000000000000"
"Moldova 2008","2008","1","0","0","1","99.86538796","6054824248","2868833","99.8653879600000000",NULL,NULL,"99.8653879600000000","6054824248.00000000",NULL,NULL,"6054824248.00000000","2868833.000000000000",NULL,NULL,"2868833.000000000000"
"Moldova 2012","2012","2","0","0","2","99.67327595","8709138635","2860324","49.8366379750000000",NULL,NULL,"49.8366379750000000","4354569317.50000000",NULL,NULL,"4354569317.50000000","1430162.000000000000",NULL,NULL,"1430162.000000000000"
"Mongolia 1988","1988","1","0","0","1","1.34013124","3204461567","2073771","1.34013124000000000000",NULL,NULL,"1.34013124000000000000","3204461567.00000000",NULL,NULL,"3204461567.00000000","2073771.000000000000",NULL,NULL,"2073771.000000000000"
"Mongolia 1992","1992","2","0","0","2","1.445287583","1317611864","2236494","0.72264379150000000000",NULL,NULL,"0.72264379150000000000","658805932.00000000",NULL,NULL,"658805932.00000000","1118247.000000000000",NULL,NULL,"1118247.000000000000"
"Mongolia 1996","1996","1","0","0","1","1.523183397","1345719472","2357033","1.52318339700000000000",NULL,NULL,"1.52318339700000000000","1345719472.00000000",NULL,NULL,"1345719472.00000000","2357033.000000000000",NULL,NULL,"2357033.000000000000"
"Mongolia 2004","2004","1","0","0","1","1.632705307","1992066808","2537949","1.63270530700000000000",NULL,NULL,"1.63270530700000000000","1992066808.00000000",NULL,NULL,"1992066808.00000000","2537949.000000000000",NULL,NULL,"2537949.000000000000"
"Mongolia 2008","2008","0","2","2","4","1.691137106","5623216608","2633887",NULL,"0.84556855300000000000","0.84556855300000000000","0.42278427650000000000",NULL,"2811608304.00000000","2811608304.00000000","1405804152.00000000",NULL,"1316943.500000000000","1316943.500000000000","658471.750000000000"
"Mongolia 2012","2012","3","2","0","5","1.79312603","12292770632","2792349","0.59770867666666666667","0.89656301500000000000",NULL,"0.35862520600000000000","4097590210.66666667","6146385316.00000000",NULL,"2458554126.40000000","930783.000000000000","1396174.500000000000",NULL,"558469.800000000000"
"Mongolia 2016","2016","1","1","0","2","1.945445172","11181350649","3029555","1.94544517200000000000","1.94544517200000000000",NULL,"0.97272258600000000000","11181350649.00000000","11181350649.00000000",NULL,"5590675324.50000000","3029555.000000000000","3029555.000000000000",NULL,"1514777.500000000000"
"Montenegro 2012","2012","0","14","0","14","46.14133829","4087526242","620601",NULL,"3.2958098778571429",NULL,"3.2958098778571429",NULL,"291966160.14285714",NULL,"291966160.14285714",NULL,"44328.642857142857",NULL,"44328.642857142857"
"Morocco 1984","1984","0","0","2","2","48.88476585","14824667954","21817271",NULL,NULL,"24.4423829250000000","24.4423829250000000",NULL,NULL,"7412333977.00000000","7412333977.00000000",NULL,NULL,"10908635.500000000000","10908635.500000000000"
"Morocco 1988","1988","2","0","1","3","53.14942864","25705296184","23720590","26.5747143200000000",NULL,"53.1494286400000000","17.7164762133333333","12852648092.00000000",NULL,"25705296184.00000000","8568432061.33333333","11860295.000000000000",NULL,"23720590.000000000000","7906863.333333333333"
"Morocco 1992","1992","1","1","1","3","56.91390544","33711069431","25400676","56.9139054400000000","56.9139054400000000","56.9139054400000000","18.9713018133333333","33711069431.00000000","33711069431.00000000","33711069431.00000000","11237023143.66666667","25400676.000000000000","25400676.000000000000","25400676.000000000000","8466892.000000000000"
"Morocco 1996","1996","2","0","0","2","60.49539099","43161571528","26999093","30.2476954950000000",NULL,NULL,"30.2476954950000000","21580785764.00000000",NULL,NULL,"21580785764.00000000","13499546.500000000000",NULL,NULL,"13499546.500000000000"
"Morocco 2000","2000","4","1","0","5","63.98031593","43017455402","28554415","15.9950789825000000","63.9803159300000000",NULL,"12.7960631860000000","10754363850.50000000","43017455402.00000000",NULL,"8603491080.40000000","7138603.750000000000","28554415.000000000000",NULL,"5710883.000000000000"
"Morocco 2004","2004","0","1","2","3","67.29358055","66114145451","30033125",NULL,"67.2935805500000000","33.6467902750000000","22.4311935166666667",NULL,"66114145451.00000000","33057072725.50000000","22038048483.66666667",NULL,"30033125.000000000000","15016562.500000000000","10011041.666666666667"
"Morocco 2008","2008","1","1","0","2","70.88279633","102000000000","31634992","70.8827963300000000","70.8827963300000000",NULL,"35.4413981650000000","102000000000.00000000","102000000000.00000000",NULL,"51000000000.00000000","31634992.000000000000","31634992.000000000000",NULL,"15817496.000000000000"
"Morocco 2012","2012","1","0","0","1","74.73038091","107000000000","33352169","74.7303809100000000",NULL,NULL,"74.7303809100000000","107000000000.00000000",NULL,NULL,"107000000000.00000000","33352169.000000000000",NULL,NULL,"33352169.000000000000"
"Morocco 2016","2016","1","0","0","1","78.66292628","112000000000","35107264","78.6629262800000000",NULL,NULL,"78.6629262800000000","112000000000.00000000",NULL,NULL,"112000000000.00000000","35107264.000000000000",NULL,NULL,"35107264.000000000000"
"Mozambique 1996","1996","1","0","0","1","20.44756098","4030146135","16079553","20.4475609800000000",NULL,NULL,"20.4475609800000000","4030146135.00000000",NULL,NULL,"4030146135.00000000","16079553.000000000000",NULL,NULL,"16079553.000000000000"
"Mozambique 2000","2000","0","0","1","1","22.59531651","5930685215","17768505",NULL,NULL,"22.5953165100000000","22.5953165100000000",NULL,NULL,"5930685215.00000000","5930685215.00000000",NULL,NULL,"17768505.000000000000","17768505.000000000000"
"Namibia 1992","1992","0","2","0","2","1.775421783","3429521699","1461687",NULL,"0.88771089150000000000",NULL,"0.88771089150000000000",NULL,"1714760849.50000000",NULL,"1714760849.50000000",NULL,"730843.500000000000",NULL,"730843.500000000000"
"Namibia 1996","1996","0","2","0","2","2.004234231","3989163197","1650066",NULL,"1.00211711550000000000",NULL,"1.00211711550000000000",NULL,"1994581598.50000000",NULL,"1994581598.50000000",NULL,"825033.000000000000",NULL,"825033.000000000000"
"Netherlands 1964","1964","16","11","6","33","359.2156398","18699380731","12127120","22.4509774875000000","32.6559672545454545","59.8692733000000000","10.8853224181818182","1168711295.68750000","1699943702.81818182","3116563455.16666667","566647900.93939394","757945.000000000000","1102465.454545454545","2021186.666666666667","367488.484848484848"
"Netherlands 1968","1968","4","10","9","23","377.0651955","27817605743","12729721","94.2662988750000000","37.7065195500000000","41.8961328333333333","16.3941389347826087","6954401435.75000000","2781760574.30000000","3090845082.55555556","1209461119.26086957","3182430.250000000000","1272972.100000000000","1414413.444444444444","553466.130434782609"
"Netherlands 1972","1972","4","4","7","15","394.804295","54706557264","13328593","98.7010737500000000","98.7010737500000000","56.4006135714285714","26.3202863333333333","13676639316.00000000","13676639316.00000000","7815222466.28571429","3647103817.60000000","3332148.250000000000","3332148.250000000000","1904084.714285714286","888572.866666666667"
"Netherlands 1976","1976","15","4","1","20","407.9987263","109000000000","13774037","27.1999150866666667","101.9996815750000000","407.9987263000000000","20.3999363150000000","7266666666.66666667","27250000000.00000000","109000000000.00000000","5450000000.00000000","918269.133333333333","3443509.250000000000","13774037.000000000000","688701.850000000000"
"Netherlands 1980","1980","6","3","1","10","419.1291469","195000000000","14149800","69.8548578166666667","139.7097156333333333","419.1291469000000000","41.9129146900000000","32500000000.00000000","65000000000.00000000","195000000000.00000000","19500000000.00000000","2358300.000000000000","4716600.000000000000","14149800.000000000000","1414980.000000000000"
